colonia,Calle,# de casa,Código postal,Unnamed: 4,Coordenadas,Latitud,Longitud
OBLATOS PONIENTE,HACIENDA DE LAS,2299,44700,Guadalajara,"(20.6942949, -103.2973538)",20.6942949,-103.2973538
TABACHINES,PASEO DE LOS AV,3101,45188,zapopan,"(20.74001503, -103.36295622)",20.74001503,-103.36295622
SAN RAFAEL,CARLOS GONZALEZ,280,44810,Guadalajara,"(20.6571099, -103.2966291)",20.6571099,-103.2966291
HERMOSA PROVIN ZO TE,ARQUIMIDES,630,44770,Guadalajara,"(20.6711219, -103.2859288)",20.6711219,-103.2859288
AMERICANA,COLONIAS,221,44160,Guadalajara,"(20.68326, -103.383923)",20.68326,-103.383923
GENERAL REAL,PENSADOR MEXICA,1070,44400,Guadalajara,"(20.665364, -103.3312438)",20.665364,-103.3312438
DIVISION DEL NORTE,TERUEL,3693,44230,Guadalajara,"(20.721705, -103.3379679)",20.721705,-103.3379679
FRACC MIRADOR D SN I,AV INDUSTRIA TE,2030,45133,zapopan,"(20.7620182, -103.38813782)",20.7620182,-103.38813782
FRACC CUSPIDE,CAMINO AL POTRE,1200,45200,zapopan,"(20.802884, -103.4970855)",20.802884,-103.4970855
LA PERLA,PEDRO LANDAZURI,733,44360,Guadalajara,"(20.682905, -103.33238)",20.682905,-103.33238
RINCONADA DE HUENTITAN,JOSE MARIA CANA,5128,44250,Guadalajara,"(20.731589, -103.324636)",20.731589,-103.324636
COPALITA,AV AMARANTO,175,45200,zapopan,"(20.80876206, -103.45177613)",20.80876206,-103.45177613
VALENTIN GOMEZ FARIA,JUAN DE DIOS CO,12,44977,Guadalajara,"(20.6166636, -103.36543282)",20.6166636,-103.36543282
RNDA DE PAZ,ALBANILES,543,44860,Guadalajara,"(20.64808, -103.307708)",20.64808,-103.307708
RINCONADA DL AUDITOR,ALBERTO CINTA,39,45180,zapopan,"(20.7367901, -103.3424097)",20.7367901,-103.3424097
IXTLAHUACAN DEL RIO,HDA SAN MIGUEL,10,45260,zapopan,"(20.73963461, -103.33121106)",20.73963461,-103.33121106
U H EL SAUZ INF,JAIME TORRES B,3090,44987,Guadalajara,"(20.623719, -103.3945749)",20.623719,-103.3945749
TETLAN,JOSE RAMOS,4342,44820,Guadalajara,"(20.6609958, -103.2714154)",20.6609958,-103.2714154
RESIDENC LA ESTANCIA,WOLFANG AMADEUS,5552,45030,zapopan,"(20.6731122, -103.431709)",20.6731122,-103.431709
U H ATLAS,RIO VOLGA,1386,44870,Guadalajara,"(20.6505549, -103.330706)",20.6505549,-103.330706
VILLAS SAN IGNACIO,PRIV LUIS G MON,337,45180,zapopan,"(20.73019028, -103.36212158)",20.73019028,-103.36212158
JARDINES DEL VERGEL,JARDIN DE NARDO,1527,45180,zapopan,"(20.7437494, -103.3705966)",20.7437494,-103.3705966
LOMAS DEL REFUGIO,AGUA PRIETA,111,45186,zapopan,"(20.74101262, -103.33531055)",20.74101262,-103.33531055
LOS ROBLES,CALLE LOS ROBLE,395,45134,zapopan,"(20.750918, -103.42080655)",20.750918,-103.42080655
BEATRIZ HERNANDEZ,MARGARITA GUTIE,3497,44760,Guadalajara,"(20.6814079, -103.284874)",20.6814079,-103.284874
SANTA ROSA,MELQUIADES CAMP,2289,44700,Guadalajara,"(20.702616, -103.287933)",20.702616,-103.287933
SAN VICENTE,PUERTO SOTO LA,2280,44330,Guadalajara,"(20.7045566, -103.314453)",20.7045566,-103.314453
VILLA FONTANA DIAMANTE,AV JADE,86,45200,zapopan,"(20.77962655, -103.4709632)",20.77962655,-103.4709632
VICTOR HUGO,PRIVADA COLON,150,45190,zapopan,"(20.7211, -103.3541)",20.7211,-103.3541
VILLA FONTANA DIAMANTE,ARENISCA,1896,45200,zapopan,"(20.77988405, -103.47172117)",20.77988405,-103.47172117
FRACC CUSPIDE,SENDA DEL OCOTE,22,45200,zapopan,"(20.85434258, -103.44456721)",20.85434258,-103.44456721
LADRON DE GUEVARA,FRAY LUIS DE PA,443,44600,Guadalajara,"(20.6842089, -103.379311)",20.6842089,-103.379311
TETLAN,AURELIA GUEVARA,3518,44820,Guadalajara,"(20.6555499, -103.2887908)",20.6555499,-103.2887908
COUNTRY CLUB,AV JORGE ALVARE,1535,44610,Guadalajara,"(20.7037391, -103.3652489)",20.7037391,-103.3652489
JARDINES DE LA CRUZ,AV ISALA RAZA,2460,44950,Guadalajara,"(20.63484412, -103.39117792)",20.63484412,-103.39117792
MIRAMAR,BAHIA MAGDALENA,5,45060,zapopan,"(20.6407449, -103.4490608)",20.6407449,-103.4490608
AMERICANA,MEXICALLTZINGO,1944,44160,Guadalajara,"(20.668444, -103.3673828)",20.668444,-103.3673828
MIGUEL HIDALGO,15 DE SEPTIEMBR,3017,45186,zapopan,"(20.748896, -103.340873)",20.748896,-103.340873
CIUDAD GRANJA,CALZ DE LOS LA,164,45010,zapopan,"(20.6849754, -103.4518055)",20.6849754,-103.4518055
UNIDAD MEXICO,CDA QUERETARO,278,45120,zapopan,"(20.6804779, -103.4039896)",20.6804779,-103.4039896
CONDOMINIO MALAGA,AV CENTRAL,1351,45117,zapopan,"(20.6937778, -103.4324128)",20.6937778,-103.4324128
MESA COLORADA PTE,NABO,543,45189,zapopan,"(20.763, -103.34626)",20.763,-103.34626
EJIDAL LOMA BONITA,PEDRO MORENO,3308,45085,zapopan,"(20.6317603, -103.4051996)",20.6317603,-103.4051996
LOS ALMENDROS,ANTONIO GARCIA,3912,44240,Guadalajara,"(20.71497565, -103.32990165)",20.71497565,-103.32990165
RESIDENCIAL LA CRUZ,ISLA ABACO,3086,44950,Guadalajara,"(20.637418, -103.37829)",20.637418,-103.37829
MIRAVALLE,JOSE JARAMILLO,526,44990,Guadalajara,"(20.6156665, -103.3528171)",20.6156665,-103.3528171
LA HACIENDITA,SAN MARTIN,2341,45230,zapopan,"(20.6139723, -103.4511535)",20.6139723,-103.4511535
SANTA MARIA,SAN MATEO,1407,44350,Guadalajara,"(20.6879689, -103.3157451)",20.6879689,-103.3157451
EL FORTIN,ALAMO,1359,45066,zapopan,"(20.6469306, -103.4548918)",20.6469306,-103.4548918
MESA DE LOS OCOTES,PASEO DE LOS PI,3153,45189,zapopan,"(20.761889, -103.347178)",20.761889,-103.347178
MORELOS,PELICANO,1272,44910,Guadalajara,"(20.6506979, -103.360933)",20.6506979,-103.360933
HDA SAN ISIDRO,LA VILLA,455,45147,zapopan,"(20.7291911, -103.4000505)",20.7291911,-103.4000505
HERMOSA PROVIN ZO TE,TELEFONISTAS,3331,44770,Guadalajara,"(20.6684139, -103.2855688)",20.6684139,-103.2855688
TABACHINES,PASEO DE LOS CH,3040,45188,zapopan,"(20.74001503, -103.36295622)",20.74001503,-103.36295622
LADRON DE GUEVARA,AVENIDA AMERICA,620,44600,Guadalajara,"(20.6874428, -103.3731335)",20.6874428,-103.3731335
HDA SAN ISIDRO,EJIDO,570,45147,zapopan,"(20.829425, -103.448387)",20.829425,-103.448387
MIRAVALLE,MAURICIO CAMPOS,512,44990,Guadalajara,"(20.6094738, -103.3478201)",20.6094738,-103.3478201
OBREROS D L CONSTRUC,ABEDUL,274,44900,Guadalajara,"(20.6545689, -103.3645921)",20.6545689,-103.3645921
AGRICOLA,DALIA,138,45236,zapopan,"(20.6165614, -103.4310802)",20.6165614,-103.4310802
ARTESANOS,INDEPENDENCIA,919,44200,Guadalajara,"(20.678064, -103.356838)",20.678064,-103.356838
CIUDAD DEL SOL,QUETZALCOATL,232,45050,zapopan,"(20.6492751, -103.4071483)",20.6492751,-103.4071483
INDEPENDENCIA PTE,ROGELIO BACON,1676,44290,Guadalajara,"(20.7036, -103.3334499)",20.7036,-103.3334499
ZALATE II,OTILIO GONZALEZ,1116,44760,Guadalajara,"(20.679092, -103.2750349)",20.679092,-103.2750349
MARAVILLA,SANTA JULIA,1334,44700,Guadalajara,"(20.6971499, -103.3048029)",20.6971499,-103.3048029
LA ESPERANZA,IGUALDAD,186,44300,Guadalajara,"(20.7098839, -103.319677)",20.7098839,-103.319677
DIVISION DEL NORTE,BENEDICTO LOPEZ,399,44230,Guadalajara,"(20.7236763, -103.3371782)",20.7236763,-103.3371782
DIVISION DEL NORTE,SILVINA REMBOA,3050,44230,Guadalajara,"(20.7241509, -103.3374218)",20.7241509,-103.3374218
PRADOS TEPEYAC,PRADO DE LAS RO,308,45050,zapopan,"(20.65714869, -103.41220962)",20.65714869,-103.41220962
AGRICOLA,DALIA,138,45236,zapopan,"(20.6165614, -103.4310802)",20.6165614,-103.4310802
RESIDENCIAL TESISTAN,AV SAN MATEO,1115,45200,zapopan,"(20.7943479, -103.4683674)",20.7943479,-103.4683674
PASEOS DEL BRISE#O,PASEOS DE LOS I,1,45236,zapopan,"(20.618144, -103.434739)",20.618144,-103.434739
RANCHO NUEVO,CELERINO NAVARR,4135,44240,zapopan,"(20.717712, -103.32276)",20.717712,-103.32276
NUEVO MEXICO,COPALITA,2711,45138,zapopan,"(20.7647307, -103.43970355)",20.7647307,-103.43970355
BALCONES DE OBLATOS,ROSA RODRIGUEZ,3876,44720,Guadalajara,"(20.6952319, -103.2769238)",20.6952319,-103.2769238
BALCONES DE OBLATOS,HACIENDA DEL CA,2275,44720,Guadalajara,"(20.68501033, -103.29072903)",20.68501033,-103.29072903
EL BATAN,ALCALDE,288,45190,zapopan,"(20.721075, -103.345678)",20.721075,-103.345678
LOMAS DE POLANCO,RAMON ALCORTA,1597,44960,Guadalajara,"(20.6305508, -103.3684773)",20.6305508,-103.3684773
RESID LAS ARBOLEDAS,AURORA BOREAL N,4170,45070,zapopan,"(20.6282461, -103.4284541)",20.6282461,-103.4284541
LOMAS DL PARAISO 1,RAFAEL CARDENAS,290,44250,Guadalajara,"(20.724967, -103.320318)",20.724967,-103.320318
COLINAS DEL REY,AV TORREMOLINOS,3500,45130,zapopan,"(20.752913, -103.40735)",20.752913,-103.40735
VILLA DE GUADALUPE II,PABLO HIPOLITO,45,45189,zapopan,"(20.75594155, -103.33828395)",20.75594155,-103.33828395
SAN MARCOS,CANTERA,819,44330,Guadalajara,"(20.696713, -103.315329)",20.696713,-103.315329
HIGUERILLAS,MARIANO RODRIGU,2669,44470,Guadalajara,"(20.632835, -103.349006)",20.632835,-103.349006
U H FOVISSSTE ESTADI,LISBOA,28,44307,Guadalajara,"(20.7108869, -103.3308462)",20.7108869,-103.3308462
VILLA FONTANA DIAMANTE,FUENTE BRILLANT,1730,45200,zapopan,"(20.7737514, -103.4720222)",20.7737514,-103.4720222
TETLAN,GIGANTES,108,44820,Guadalajara,"(20.65942035, -103.2728094)",20.65942035,-103.2728094
JARDINES DE LA CRUZ,REYES CATOLICOS,2151,44950,Guadalajara,"(20.6484926, -103.3785224)",20.6484926,-103.3785224
INF LA TUZANIA,CAPULINES,40,45138,zapopan,"(20.731825, -103.418699)",20.731825,-103.418699
18 DE MARZO,FAJA DE ORO,1783,44960,Guadalajara,"(20.6350123, -103.3779206)",20.6350123,-103.3779206
JARDINES D NVO MEXIC,SEGUNDA NORTE,5699,45138,zapopan,"(20.7695635, -103.4477057)",20.7695635,-103.4477057
RINCONADA DE HUENTITAN,JUAN CARRASCO,5234,44250,Guadalajara,"(20.7334639, -103.3219648)",20.7334639,-103.3219648
BARRIO ANALCO,ABASOLO,147,44450,Guadalajara,"(20.67168319, -103.33956176)",20.67168319,-103.33956176
CANTARRANAS,MIGUEL BERNAL,3327,44829,Guadalajara,"(20.65865637, -103.2906591)",20.65865637,-103.2906591
HUENTITAN EL BAJO,VOLCAN VIRGEN,182,44250,Guadalajara,"(20.7305924, -103.316844)",20.7305924,-103.316844
LOMAS DE RIO VERDE,DEMOSTENES,3550,44720,Guadalajara,"(20.68517129, -103.28554658)",20.68517129,-103.28554658
LOMAS DEL PRADERO,AV PRESIDENTE,2235,44840,Guadalajara,"(20.648519, -103.3130901)",20.648519,-103.3130901
PARQUE INDUST EL ALA,FUNDICION,2131,44490,Guadalajara,"(20.6266889, -103.3338499)",20.6266889,-103.3338499
