colonia,Calle,# de casa,Código postal,Unnamed: 4,Coordenadas,Latitud,Longitud
AMERICANA,MEXICALLTZINGO,1944,44160,Guadalajara,"(20.668444, -103.3673828)",20.668444,-103.3673828
BARRANQUITAS,PINO SUAREZ,879,44270,Guadalajara,"(20.6901934, -103.346581)",20.6901934,-103.346581
EL BRISE?,PASEO DE LA MAT,200,45236,zapopan,"(20.62495613, -103.44025421)",20.62495613,-103.44025421
ECHEVERRIA,JOSE ROJO,958,44970,Guadalajara,"(20.62216715, -103.36095184)",20.62216715,-103.36095184
LA MOJONERA,DE BARAJAS,425,45134,zapopan,"(20.78831785, -103.45075595)",20.78831785,-103.45075595
HOGARES D NVO MEXICO,AV AVIACION,36,45138,zapopan,"(20.73612975, -103.45006675)",20.73612975,-103.45006675
TABACHINES,PASEO DE LOS AV,3101,45188,zapopan,"(20.74001503, -103.36295622)",20.74001503,-103.36295622
NUEVO MEXICO,COPALITA,2711,45138,zapopan,"(20.7647307, -103.43970355)",20.7647307,-103.43970355
POLANQUITO,MIGUEL MACIAS,3653,44969,Guadalajara,"(20.618594, -103.37202)",20.618594,-103.37202
COLINAS D LA PRIMAVE,CASCADA,147,45066,zapopan,"(20.637151, -103.4700562)",20.637151,-103.4700562
SAN RAFAEL,CARLOS GONZALEZ,280,44810,Guadalajara,"(20.6571099, -103.2966291)",20.6571099,-103.2966291
EL MANANTIAL S REFOR,AVDE LA PATRIA,202,44470,Guadalajara,"(20.62105567, -103.34907311)",20.62105567,-103.34907311
PENAL,PEDRO CELESTINO,482,44730,Guadalajara,"(20.678154, -103.319812)",20.678154,-103.319812
PANORAMICA HUENTITAN,CALZADA,4500,44259,Guadalajara,"(20.73838025, -103.31168078)",20.73838025,-103.31168078
FRACC REAL DEL BOSQUE,CALLE CAMPO REA,371,45130,zapopan,"(20.64835492, -103.43806908)",20.64835492,-103.43806908
12 DE DICIEMBRE,TRUENO,260,45068,zapopan,"(20.6491888, -103.457067)",20.6491888,-103.457067
VILLA UNIVESITARIA,AV PATRIA,1446,45110,zapopan,"(20.6974505, -103.4156311)",20.6974505,-103.4156311
MIRAVALLE II,PEDRO PATINO,643,44990,Guadalajara,"(20.6069021, -103.3496879)",20.6069021,-103.3496879
REAL DE VALDEPE?S,ALAMBIQUE,51,45130,zapopan,"(20.7560515, -103.4015362)",20.7560515,-103.4015362
AGRICOLA,DALIA,138,45236,zapopan,"(20.6165614, -103.4310802)",20.6165614,-103.4310802
RESIDENCIAL TESISTAN,PARQUE MEXICANO,150,45200,zapopan,"(20.79726176, -103.46569056)",20.79726176,-103.46569056
RINCONADA DL AUDITOR,ALBERTO CINTA,39,45180,zapopan,"(20.7367901, -103.3424097)",20.7367901,-103.3424097
OBLATOS PONIENTE,HACIENDA LA GAV,3208,44700,Guadalajara,"(20.70242063, -103.29362327)",20.70242063,-103.29362327
VICENTE GUERRERO,C CEDROS,15,45134,zapopan,"(20.76620138, -103.44005896)",20.76620138,-103.44005896
SANTA FE,EMILIANO ZAPATA,574,45168,zapopan,"(20.7145673, -103.3915946)",20.7145673,-103.3915946
