colonia,Calle,# de casa,Código postal,Unnamed: 4,Coordenadas,Latitud,Longitud
MIRAVALLE II,HERMENEGILDO BU,4308,44990,Guadalajara,"(20.6127044, -103.3450677)",20.6127044,-103.3450677
JARDINES  DEL BOSQUE,PLACERES,806,44520,zapopan,"(20.6650289, -103.3922401)",20.6650289,-103.3922401
EL ZAPOTE,TEZOZOMOC,4357,45050,zapopan,"(20.6546574, -103.4153864)",20.6546574,-103.4153864
VIRREYES RESIDENCIAL,AV NACIONES UNI,6904,45110,zapopan,"(20.695938, -103.442158)",20.695938,-103.442158
RESID LAS ARBOLEDAS,AURORA BOREAL N,4170,45070,zapopan,"(20.6282461, -103.4284541)",20.6282461,-103.4284541
FRACC CUSPIDE,VALLE DE TESIST,198,45200,zapopan,"(20.795812, -103.4822218)",20.795812,-103.4822218
VALENTIN GOMEZ FARIA,JUAN DE DIOS CO,12,44977,Guadalajara,"(20.6166636, -103.36543282)",20.6166636,-103.36543282
TABACHINES,PASEO DE LOS CH,3040,45188,zapopan,"(20.74001503, -103.36295622)",20.74001503,-103.36295622
SAN JUAN DE OCOTAN,MIGUEL MIRAMON,13,45019,zapopan,"(20.764462, -103.452206)",20.764462,-103.452206
BOSQUES D L VICTORIA,FAUNA,2765,44540,Guadalajara,"(20.644029, -103.388121)",20.644029,-103.388121
EL ARENAL,PROLONGACION SA,43,45350,zapopan,"(20.7781097, -103.69340721)",20.7781097,-103.69340721
VILLA FONTANA DIAMANTE,AV LAS TORRES,1896,45200,zapopan,"(20.77988405, -103.47172117)",20.77988405,-103.47172117
RESIDENC LA ESTANCIA,WOLFANG AMADEUS,5552,45030,zapopan,"(20.6731122, -103.431709)",20.6731122,-103.431709
BALCONES DE OBLATOS,HACIENDA DEL CA,2275,44720,Guadalajara,"(20.68501033, -103.29072903)",20.68501033,-103.29072903
EL FORTIN,ALAMO,1359,45066,zapopan,"(20.6469306, -103.4548918)",20.6469306,-103.4548918
SANTA ROSA,MELQUIADES CAMP,2289,44700,Guadalajara,"(20.702616, -103.287933)",20.702616,-103.287933
HDA SAN ISIDRO,EJIDO,570,45147,zapopan,"(20.829425, -103.448387)",20.829425,-103.448387
LOMAS DL VALLE VI UN,CANCER,3992,45129,zapopan,"(20.6850586, -103.4084621)",20.6850586,-103.4084621
INDEPENDENCIA,ROGELIO BACON,2280,44290,Guadalajara,"(20.70184763, -103.33378321)",20.70184763,-103.33378321
JARDINES DE STA ISAB,COMBATE DE SACR,228,44300,Guadalajara,"(20.716095, -103.314819)",20.716095,-103.314819
IXTLAHUACAN DEL RIO,HDA SAN MIGUEL,10,45260,zapopan,"(20.73963461, -103.33121106)",20.73963461,-103.33121106
MESA COLORADA PTE,NABO,543,45189,zapopan,"(20.763, -103.34626)",20.763,-103.34626
REAL DE VALDEPE?S,CALLE G 1470 TO,1470,45130,zapopan,"(20.75752068, -103.40151978)",20.75752068,-103.40151978
FRACC REAL DEL BOSQUE,CALLE CAMPO REA,371,45130,zapopan,"(20.64835492, -103.43806908)",20.64835492,-103.43806908
FRACC JARDINES DE BELEN,TORONJA,41,45200,zapopan,"(20.8124, -103.4826)",20.8124,-103.4826
TETLAN,JOSE RAMOS,4342,44820,Guadalajara,"(20.6609958, -103.2714154)",20.6609958,-103.2714154
LOMAS DE POLANCO,RAMON ALCORTA,1597,44960,Guadalajara,"(20.6305508, -103.3684773)",20.6305508,-103.3684773
MORELOS,CISNE,1332,44910,Guadalajara,"(20.6543829, -103.359092)",20.6543829,-103.359092
LINDAVISTA,ALLENDE,216,45169,zapopan,"(20.721194, -103.3988204)",20.721194,-103.3988204
VALLARTA SAN JORGE,EUCLIDES,3302,44690,Guadalajara,"(20.6751303, -103.3983219)",20.6751303,-103.3983219
