colonia,Calle,# de casa,Código postal,Unnamed: 4,Coordenadas,Latitud,Longitud
LOMAS DEL PRADERO,AV PRESIDENTE,2235,44840,Guadalajara,"(20.648519, -103.3130901)",20.648519,-103.3130901
EL ARENAL,PROLONGACION SA,43,45350,zapopan,"(20.7781097, -103.69340721)",20.7781097,-103.69340721
LAS AGUILAS,RIO TOMATLAN,800,45080,zapopan,"(20.625904, -103.407993)",20.625904,-103.407993
VILLA UNIVESITARIA,AV PATRIA,1446,45110,zapopan,"(20.6974505, -103.4156311)",20.6974505,-103.4156311
LOS ROBLES,CALLE LOS ROBLE,395,45134,zapopan,"(20.750918, -103.42080655)",20.750918,-103.42080655
SAN VICENTE,MONTES MARCIANO,2173,44330,Guadalajara,"(20.70378, -103.3159849)",20.70378,-103.3159849
LA ESPERANZA,IGUALDAD,186,44300,Guadalajara,"(20.7098839, -103.319677)",20.7098839,-103.319677
INF LA TUZANIA,AV DE LAS PALME,1246,45138,zapopan,"(20.7403856, -103.4159157)",20.7403856,-103.4159157
GENERAL REAL,PENSADOR MEXICA,1070,44400,Guadalajara,"(20.665364, -103.3312438)",20.665364,-103.3312438
BOSQUES D L VICTORIA,FAUNA,2765,44540,Guadalajara,"(20.644029, -103.388121)",20.644029,-103.388121
CANTARRANAS,MIGUEL BERNAL,3327,44829,Guadalajara,"(20.65865637, -103.2906591)",20.65865637,-103.2906591
JARDINES DE LA CRUZ,AV ISALA RAZA,2460,44950,Guadalajara,"(20.63484412, -103.39117792)",20.63484412,-103.39117792
MESA COLORADA PTE,DELLI,1825,45189,zapopan,"(20.7704348, -103.3478953)",20.7704348,-103.3478953
VILLA VICENTE GUERRE,ISLA USTICA,3318,44860,Guadalajara,"(20.632482, -103.395812)",20.632482,-103.395812
TETLAN,AURELIA GUEVARA,3518,44820,Guadalajara,"(20.6555499, -103.2887908)",20.6555499,-103.2887908
COLINAS DEL REY,AV TORREMOLINOS,3500,45130,zapopan,"(20.752913, -103.40735)",20.752913,-103.40735
PASEOS DEL BRISE#O,PASEOS DE LOS I,1,45236,zapopan,"(20.618144, -103.434739)",20.618144,-103.434739
ZONA INDUSTRIAL SUR,CALLE 16,2526,44940,Guadalajara,"(20.6412259, -103.35947148)",20.6412259,-103.35947148
IXTLAHUACAN DEL RIO,HDA SAN MIGUEL,10,45260,zapopan,"(20.73963461, -103.33121106)",20.73963461,-103.33121106
JARDINES DE LA CRUZ,ISLA ASENCION,3108,44950,Guadalajara,"(20.637455, -103.380993)",20.637455,-103.380993
LA ESTRADA,HIDALAGO,6,45200,zapopan,"(20.79264101, -103.47565388)",20.79264101,-103.47565388
PARQUE REVOLUCION,AV MIGUEL HIDAL,469,44100,Guadalajara,"(20.6772002, -103.3492192)",20.6772002,-103.3492192
VALLE REAL,AV RAMON CORONA,2748,45019,zapopan,"(20.735422, -103.459965)",20.735422,-103.459965
EJIDAL LOMA BONITA,PEDRO MORENO,3205,45085,zapopan,"(20.6313377, -103.4015789)",20.6313377,-103.4015789
EL BATAN,ALCALDE,288,45190,zapopan,"(20.721075, -103.345678)",20.721075,-103.345678
CAMPO REAL,AV CAMPO REAL P,353,45134,zapopan,"(20.78673015, -103.44346105)",20.78673015,-103.44346105
U H LAZARO CARDENAS,OTHON BLANCO CA,4087,44490,Guadalajara,"(20.6213652, -103.3783249)",20.6213652,-103.3783249
VIGIA I,HERRADURA,242,45140,zapopan,"(20.7327233, -103.3938158)",20.7327233,-103.3938158
EL HUMEDO,RIO ACAPONETA,2,45200,zapopan,"(20.79223045, -103.49079055)",20.79223045,-103.49079055
DEL FRESNO,CIPRES,1738,44900,Guadalajara,"(20.6579289, -103.3661019)",20.6579289,-103.3661019
ARTESANOS,INDEPENDENCIA,919,44200,Guadalajara,"(20.678064, -103.356838)",20.678064,-103.356838
VILLA FONTANA DIAMANTE,ARENISCA,1896,45200,zapopan,"(20.77988405, -103.47172117)",20.77988405,-103.47172117
BALCONES DE OBLATOS,ROSA RODRIGUEZ,3876,44720,Guadalajara,"(20.6952319, -103.2769238)",20.6952319,-103.2769238
LA HACIENDITA,SAN MARTIN,2341,45230,zapopan,"(20.6139723, -103.4511535)",20.6139723,-103.4511535
BUGAMBILIAS,PASEO DE LA VIC,4952,45238,zapopan,"(20.59412195, -103.469355)",20.59412195,-103.469355
SAN JUAN DE OCOTAN,MIGUEL MIRAMON,13,45019,zapopan,"(20.764462, -103.452206)",20.764462,-103.452206
OBLATOS PONIENTE,HACIENDA DE TAL,2191,44700,Guadalajara,"(20.6966362, -103.30405426)",20.6966362,-103.30405426
BARRIO ANALCO,ABASOLO,147,44450,Guadalajara,"(20.67168319, -103.33956176)",20.67168319,-103.33956176
INF LA TUZANIA,AND OYAMELES,1124,45138,zapopan,"(20.7370922, -103.4154143)",20.7370922,-103.4154143
RESIDENC LA ESTANCIA,WOLFANG AMADEUS,5552,45030,zapopan,"(20.6731122, -103.431709)",20.6731122,-103.431709
