colonia,Calle,# de casa,Código postal,Unnamed: 4,Coordenadas,Latitud,Longitud
EJIDAL LOMA BONITA,PEDRO MORENO,3308,45085,zapopan,"(20.6317603, -103.4051996)",20.6317603,-103.4051996
IXTLAHUACAN DEL RIO,HDA SAN MIGUEL,10,45260,zapopan,"(20.73963461, -103.33121106)",20.73963461,-103.33121106
"FRACC, LOS MOLINOS",PLATA,70,45200,zapopan,"(20.84836438, -103.42263338)",20.84836438,-103.42263338
JARDINES DE LA CRUZ,ISLA MADAGASCAR,3111,44950,Guadalajara,"(20.63864, -103.386237)",20.63864,-103.386237
JARDINES DEL VERGEL,JARDIN DE NARDO,1527,45180,zapopan,"(20.7437494, -103.3705966)",20.7437494,-103.3705966
TABACHINES,PASEO DE LOS AV,3101,45188,zapopan,"(20.74001503, -103.36295622)",20.74001503,-103.36295622
MESA DE LOS OCOTES,BETABEL,23,45189,zapopan,"(20.761285, -103.3483833)",20.761285,-103.3483833
U H EL ZALATE,JOSE FERNANDEZ,1123,44760,Guadalajara,"(20.6790637, -103.2732273)",20.6790637,-103.2732273
PASEOS DEL BRISE#O,PASEOS DE LOS I,1,45236,zapopan,"(20.618144, -103.434739)",20.618144,-103.434739
RESIDENCIAL TESISTAN,PARQUE MEXICANO,150,45200,zapopan,"(20.79726176, -103.46569056)",20.79726176,-103.46569056
HELIODORO HERNANDEZ,MIGUEL SANCHEZ,3789,44720,Guadalajara,"(20.6948729, -103.278313)",20.6948729,-103.278313
FRACC CUSPIDE,VALLE DE TESIST,198,45200,zapopan,"(20.795812, -103.4822218)",20.795812,-103.4822218
PARQUE REVOLUCION,AV MIGUEL HIDAL,469,44100,Guadalajara,"(20.6772002, -103.3492192)",20.6772002,-103.3492192
RESIDENCIAL LA CRUZ,ISLA ABACO,3086,44950,Guadalajara,"(20.637418, -103.37829)",20.637418,-103.37829
SAN ANDRES,GOMEZ FARIAS,2319,44810,Guadalajara,"(20.66032405, -103.2988143)",20.66032405,-103.2988143
BLANCO Y CUELLAR,EMILIO RABAZA,2132,44730,Guadalajara,"(20.67964, -103.3047158)",20.67964,-103.3047158
ARANDAS,HACIENDA DEL CO,3363,44720,Guadalajara,"(20.69041905, -103.28173759)",20.69041905,-103.28173759
PRADOS TEPEYAC,PRADO DE LAS GA,4468,45050,zapopan,"(20.654827, -103.413214)",20.654827,-103.413214
SANTA FE,EMILIANO ZAPATA,574,45168,zapopan,"(20.7145673, -103.3915946)",20.7145673,-103.3915946
LA FLORESTA DEL COLLI,BOULEVARD PUERT,5430,45116,zapopan,"(20.7111733, -103.4155545)",20.7111733,-103.4155545
HUENTITAN EL BAJO,VOLCAN VIRGEN,182,44250,Guadalajara,"(20.7305924, -103.316844)",20.7305924,-103.316844
LOMAS DE MIRAMAR,PUERTO TAMPICO,80,45060,zapopan,"(20.640018, -103.448292)",20.640018,-103.448292
VALLARTA SAN JORGE,EUCLIDES,3302,44690,Guadalajara,"(20.6751303, -103.3983219)",20.6751303,-103.3983219
OBLATOS PONIENTE,JUAN PABLO II,3165,44700,Guadalajara,"(20.69490083, -103.3034431)",20.69490083,-103.3034431
SAN CARLOS,LOS ANGELES,171,44460,Guadalajara,"(20.662959, -103.344124)",20.662959,-103.344124
COLINAS DE ATEMAJAC,AV AURELIO ORTE,1176,45170,zapopan,"(20.7213469, -103.3671295)",20.7213469,-103.3671295
INDEPENDENCIA,ROGELIO BACON,2280,44290,Guadalajara,"(20.70184763, -103.33378321)",20.70184763,-103.33378321
BALCONES DE OBLATOS,ROSA RODRIGUEZ,3876,44720,Guadalajara,"(20.6952319, -103.2769238)",20.6952319,-103.2769238
SAN JUAN DE OCOTAN,MIGUEL MIRAMON,13,45019,zapopan,"(20.764462, -103.452206)",20.764462,-103.452206
PRADOS  GUADALUPE,G ROSSINI,428,45030,zapopan,"(20.6686337, -103.4349976)",20.6686337,-103.4349976
LOMAS DEL CENTINELA,PASEO DEL OLMO,328,45187,zapopan,"(20.75542914, -103.37931546)",20.75542914,-103.37931546
DIVISION DL NTE ZAP,FRANCISCO VILLA,27,45180,zapopan,"(20.73240707, -103.35364459)",20.73240707,-103.35364459
PRADOS TEPEYAC,PRADO DE LAS RO,308,45050,zapopan,"(20.65714869, -103.41220962)",20.65714869,-103.41220962
JARDINES DE LA PAZ,TEJEDORES,569,44860,Guadalajara,"(20.647502, -103.3072318)",20.647502,-103.3072318
EL ARENAL,PROLONGACION SA,43,45350,zapopan,"(20.7781097, -103.69340721)",20.7781097,-103.69340721
U H EL SAUZ INF,JAIME TORRES B,3090,44987,Guadalajara,"(20.623719, -103.3945749)",20.623719,-103.3945749
POLANQUITO,MIGUEL MACIAS,3653,44969,Guadalajara,"(20.618594, -103.37202)",20.618594,-103.37202
VILLAS SAN IGNACIO,PRIV LUIS G MON,337,45180,zapopan,"(20.73019028, -103.36212158)",20.73019028,-103.36212158
EL CENTINELA 2,HIDALGO,310,45187,zapopan,"(20.758003, -103.380373)",20.758003,-103.380373
SAN MARCOS,CANTERA,819,44330,Guadalajara,"(20.696713, -103.315329)",20.696713,-103.315329
