colonia,Calle,# de casa,Código postal,Unnamed: 4,Coordenadas,Latitud,Longitud
FRACC LOS PINOS,AV  COMPOSITORE,3850,45120,zapopan,"(20.6046765, -103.4348944)",20.6046765,-103.4348944
SANTA ELENA,ASTURIAS,1581,44230,Guadalajara,"(20.7145639, -103.337542)",20.7145639,-103.337542
LOS ALMENDROS,ANTONIO GARCIA,3912,44240,Guadalajara,"(20.71497565, -103.32990165)",20.71497565,-103.32990165
JARDINES DE LA CRUZ,REYES CATOLICOS,2151,44950,Guadalajara,"(20.6484926, -103.3785224)",20.6484926,-103.3785224
VALENTIN GOMEZ FARIA,CANUTO ELIAS,3414,44977,Guadalajara,"(20.6190587, -103.3629314)",20.6190587,-103.3629314
ARTESANOS,GENERAL EULOGIO,712,44200,Guadalajara,"(20.6872139, -103.3505809)",20.6872139,-103.3505809
1RO DE MAYO 1A SECCI,CARLOS A CARRIL,527,44970,Guadalajara,"(20.6230026, -103.3552397)",20.6230026,-103.3552397
BEATRIZ HERNANDEZ,MARGARITA GUTIE,3497,44760,Guadalajara,"(20.6814079, -103.284874)",20.6814079,-103.284874
SAN CARLOS,LOS ANGELES,171,44460,Guadalajara,"(20.662959, -103.344124)",20.662959,-103.344124
ALTAMIRA,AV AMERICA,580,45160,zapopan,"(20.71484895, -103.38770096)",20.71484895,-103.38770096
LA MARTINICA,PASEO DE LOS AL,79,45185,zapopan,"(20.7486661, -103.3692287)",20.7486661,-103.3692287
BENITO JUAREZ,ADOLFO LOPEZ MA,4754,45199,zapopan,"(20.79533048, -103.5005241)",20.79533048,-103.5005241
HDA SAN ISIDRO,EJIDO,570,45147,zapopan,"(20.829425, -103.448387)",20.829425,-103.448387
NUEVO MEXICO,COPALITA,2711,45138,zapopan,"(20.7647307, -103.43970355)",20.7647307,-103.43970355
ZONA INDUSTRIAL SUR,CALLE 16,2526,44940,Guadalajara,"(20.6412259, -103.35947148)",20.6412259,-103.35947148
SAN JUAN BOSCO,FELIX BERNARDEL,428,44730,Guadalajara,"(20.66424391, -103.30326587)",20.66424391,-103.30326587
EL ARENAL,CUAUHTEMOC,132,45350,zapopan,"(20.7731469, -103.6976762)",20.7731469,-103.6976762
RINCONADA DEL BOSQUE,AV ECONOMOS,6951,44510,Guadalajara,"(20.6932177, -103.4452959)",20.6932177,-103.4452959
MESA COLORADA PTE,DELLI,1825,45189,zapopan,"(20.7704348, -103.3478953)",20.7704348,-103.3478953
NUEVO MEXICO,6 DE ENERO,3239,45138,zapopan,"(20.75714709, -103.43247582)",20.75714709,-103.43247582
