colonia,Calle,# de casa,Código postal,Unnamed: 4,Coordenadas,Latitud,Longitud
FRACC CUSPIDE,SENDA DEL OCOTE,22,45200,zapopan,"(20.85434258, -103.44456721)",20.85434258,-103.44456721
PRADOS  GUADALUPE,G ROSSINI,428,45030,zapopan,"(20.6686337, -103.4349976)",20.6686337,-103.4349976
LA AURORA,JARDINES DE BAB,20,44790,Guadalajara,"(20.663892, -103.278645)",20.663892,-103.278645
U H LAZARO CARDENAS,OTHON BLANCO CA,4087,44490,Guadalajara,"(20.6213652, -103.3783249)",20.6213652,-103.3783249
JARDINES DE STA ISAB,COMBATE DE SACR,228,44300,Guadalajara,"(20.716095, -103.314819)",20.716095,-103.314819
AGRICOLA,DALIA,138,45236,zapopan,"(20.6165614, -103.4310802)",20.6165614,-103.4310802
UNIDAD BELISARIO DOM,JOSE LUIS MORA,1212,44329,Guadalajara,"(20.6848539, -103.321828)",20.6848539,-103.321828
AMERICANA,COLONIAS,221,44160,Guadalajara,"(20.68326, -103.383923)",20.68326,-103.383923
BARRANQUITAS,PINO SUAREZ,879,44270,Guadalajara,"(20.6901934, -103.346581)",20.6901934,-103.346581
MESA COLORADA PTE,NABO,543,45189,zapopan,"(20.763, -103.34626)",20.763,-103.34626
HUENTITAN EL BAJO,VOLCAN MAIPO,340,44250,Guadalajara,"(20.7417459, -103.3154301)",20.7417459,-103.3154301
MESA DE LOS OCOTES,PASEO DE LOS PI,3153,45189,zapopan,"(20.761889, -103.347178)",20.761889,-103.347178
FRACC LOS PINOS,AV  COMPOSITORE,3850,45120,zapopan,"(20.6046765, -103.4348944)",20.6046765,-103.4348944
LAS AGUILAS,RIO TOMATLAN,800,45080,zapopan,"(20.625904, -103.407993)",20.625904,-103.407993
FRACC CUSPIDE,SAN MATEO 1155,27,45200,zapopan,"(20.800514, -103.471556)",20.800514,-103.471556
VILLA DE GUADALUPE II,PABLO HIPOLITO,45,45189,zapopan,"(20.75594155, -103.33828395)",20.75594155,-103.33828395
GARIBAY,DAMASCO,785,44750,Guadalajara,"(20.6735769, -103.2949879)",20.6735769,-103.2949879
SANTA ELENA,ASTURIAS,1581,44230,Guadalajara,"(20.7145639, -103.337542)",20.7145639,-103.337542
MORELOS,CISNE,1332,44910,Guadalajara,"(20.6543829, -103.359092)",20.6543829,-103.359092
FRACC HACIENDA LAS PALOMAS,CALLE DEL AGUA,365,45200,zapopan,"(20.79643279, -103.49476716)",20.79643279,-103.49476716
JARDINES DEL COUNTRY,ENRIQUE DIAZ DE,2336,44210,Guadalajara,"(20.70909855, -103.36048462)",20.70909855,-103.36048462
RESIDENCIAL TESISTAN,PARQUE MEXICANO,150,45200,zapopan,"(20.79726176, -103.46569056)",20.79726176,-103.46569056
GUADALUPANA,CELEDONIO PADIL,2162,44220,Guadalajara,"(20.7099819, -103.355384)",20.7099819,-103.355384
LA VENTA DEL ASTILLE,JILGEROS,33,45221,zapopan,"(20.7322419, -103.53937)",20.7322419,-103.53937
ARANDAS,HACIENDA DEL CO,3363,44720,Guadalajara,"(20.69041905, -103.28173759)",20.69041905,-103.28173759
DIVISION DEL NORTE,TERUEL,3693,44230,Guadalajara,"(20.721705, -103.3379679)",20.721705,-103.3379679
SANTA ANA TEPETITLAN,HIDALGO,35,45230,zapopan,"(20.6208991, -103.456008)",20.6208991,-103.456008
AGRICOLA,OBELISCO,138,45236,zapopan,"(20.616065, -103.432436)",20.616065,-103.432436
BATALLON SN PATRICIO,CALZADA INDEPEN,503,44300,Guadalajara,"(20.71436167, -103.3128224)",20.71436167,-103.3128224
GENERAL REAL,MARCONI,17,44400,Guadalajara,"(20.6682228, -103.3242311)",20.6682228,-103.3242311
MARAVILLA,MESA DEL NORTE,1272,44700,Guadalajara,"(20.6996615, -103.3042162)",20.6996615,-103.3042162
REAL DE VALDEPE?S,ALAMBIQUE,51,45130,zapopan,"(20.7560515, -103.4015362)",20.7560515,-103.4015362
MIRAMAR,BAHIA MAGDALENA,5,45060,zapopan,"(20.6407449, -103.4490608)",20.6407449,-103.4490608
