colonia,Calle,# de casa,Código postal,Unnamed: 4,Coordenadas,Latitud,Longitud
LOMAS DE POLANCO,JOSE CARRILLO,3528,44960,Guadalajara,"(20.6307235, -103.3795677)",20.6307235,-103.3795677
REAL DE VALDEPE?S,RINCONADA DEL C,1327,45130,zapopan,"(20.75622519, -103.40385961)",20.75622519,-103.40385961
BALCONES DE OBLATOS,ROSA RODRIGUEZ,3876,44720,Guadalajara,"(20.6952319, -103.2769238)",20.6952319,-103.2769238
LOMAS DE MIRAMAR,PUERTO TAMPICO,80,45060,zapopan,"(20.640018, -103.448292)",20.640018,-103.448292
COPALITA,AV AMARANTO,175,45200,zapopan,"(20.80876206, -103.45177613)",20.80876206,-103.45177613
ARTESANOS,GENERAL EULOGIO,712,44200,Guadalajara,"(20.6872139, -103.3505809)",20.6872139,-103.3505809
MIRAMAR,BAHIA MAGDALENA,5,45060,zapopan,"(20.6407449, -103.4490608)",20.6407449,-103.4490608
VILLA FONTANA DIAMANTE,FUENTE BRILLANT,1730,45200,zapopan,"(20.7737514, -103.4720222)",20.7737514,-103.4720222
BOSQUES D LA CANTERA,PRIV OPALO,17,44306,Guadalajara,"(20.600206, -103.3917429)",20.600206,-103.3917429
MESA COLORADA PTE,DELLI,1825,45189,zapopan,"(20.7704348, -103.3478953)",20.7704348,-103.3478953
DIVISION DEL NORTE,SILVINA REMBOA,3050,44230,Guadalajara,"(20.7241509, -103.3374218)",20.7241509,-103.3374218
EL ARENAL,PROLONGACION SA,43,45350,zapopan,"(20.7781097, -103.69340721)",20.7781097,-103.69340721
LOMAS DL PARAISO 1,RAFAEL CARDENAS,290,44250,Guadalajara,"(20.724967, -103.320318)",20.724967,-103.320318
VISTA HERMOSA,AV VISTA HERMO,3763,45189,zapopan,"(20.7616693, -103.3347796)",20.7616693,-103.3347796
GENERAL REAL,MARCONI,17,44400,Guadalajara,"(20.6682228, -103.3242311)",20.6682228,-103.3242311
TRANSITO,AV CIRCUNVALANC,479,44298,Guadalajara,"(20.70734215, -103.33797455)",20.70734215,-103.33797455
JARDINES DEL COUNTRY,ENRIQUE DIAZ DE,2336,44210,Guadalajara,"(20.70909855, -103.36048462)",20.70909855,-103.36048462
CIUDAD GRANJA,CALZ DE LOS LA,164,45010,zapopan,"(20.6849754, -103.4518055)",20.6849754,-103.4518055
LADRON DE GUEVARA,FRAY LUIS DE PA,443,44600,Guadalajara,"(20.6842089, -103.379311)",20.6842089,-103.379311
LOS ROBLES,CALLE LOS ROBLE,395,45134,zapopan,"(20.750918, -103.42080655)",20.750918,-103.42080655
OBLATOS PONIENTE,HACIENDA DE LAS,2299,44700,Guadalajara,"(20.6942949, -103.2973538)",20.6942949,-103.2973538
VILLA FONTANA DIAMANTE,FUENTE GRAFITO,8884,45200,zapopan,"(20.7790622, -103.47385795)",20.7790622,-103.47385795
1RO DE MAYO 1A SECCI,CARLOS A CARRIL,527,44970,Guadalajara,"(20.6230026, -103.3552397)",20.6230026,-103.3552397
